attom_id,address
176197430,"6035 N KOSTNER AVE, CHICAGO, IL, 60646-5062"
175275759,"1658 N MILWAUKEE AVE, CHICAGO, IL, 60647-6905"
204334609,"9922 S LUELLA AVE, CHICAGO, IL, 60617-5246"
34350159,"10657 S BUFFALO AVE, CHICAGO, IL, 60617-6513"
174965709,"6414 N WHIPPLE ST, CHICAGO, IL, 60645-4111"
143211066,"2448 N FRANCISCO AVE, CHICAGO, IL, 60647-2610"
175114553,"217 W WILLOW ST, CHICAGO, IL, 60614-5715"
175029991,"7248 W IBSEN ST, CHICAGO, IL, 60631-1101"
204290718,"3564 S PRAIRIE AVE, CHICAGO, IL, 60653-1007"
174810358,"625 N MICHIGAN AVE, CHICAGO, IL, 60611-3179"
175170039,"2546 S SAINT LOUIS AVE, CHICAGO, IL, 60623-3925"
32649846,"8335 S PAULINA ST, CHICAGO, IL, 60620-4636"
45677921,"3304 W 62ND PL, CHICAGO, IL, 60629-3315"
3049092,"12204 S MAY ST, CHICAGO, IL, 60643-5529"
175316867,"8609 S MICHIGAN AVE, CHICAGO, IL, 60619-5625"
204241990,"4515 N PULASKI RD, CHICAGO, IL, 60630-4415"
45157602,"3759 N PITTSBURGH AVE, CHICAGO, IL, 60634-1914"
175354421,"10809 S AVERS AVE, CHICAGO, IL, 60655-3913"
150193289,"4933 W ROSCOE ST, CHICAGO, IL, 60641-4338"
174827140,"943 N PULASKI RD, CHICAGO, IL, 60651-3637"
174707983,"6619 W 63RD PL, CHICAGO, IL, 60638-4931"
175306423,"7733 S LUELLA AVE, CHICAGO, IL, 60649-4109"
141004805,"3107 W 84TH PL, CHICAGO, IL, 60652-3426"
3927074,"706 N LOCKWOOD AVE, CHICAGO, IL, 60644-1237"
26701974,"4517 S ALBANY AVE, CHICAGO, IL, 60632-2531"
174821157,"2100 W NORTH AVE, CHICAGO, IL, 60647-5416"
175029533,"4121 N KOLMAR AVE, CHICAGO, IL, 60641-1919"
145903294,"1807 N NEWLAND AVE, CHICAGO, IL, 60707-3306"
176309662,"2622 S UNION AVE, CHICAGO, IL, 60616-2535"
175286428,"4201 W 55TH ST, CHICAGO, IL, 60632-4625"
22794765,"5259 S NORMANDY AVE, CHICAGO, IL, 60638-1227"
2200862,"9542 S WENTWORTH AVE, CHICAGO, IL, 60628-1350"
145537279,"7735 S PAXTON AVE, CHICAGO, IL, 60649-4113"
146313039,"5139 W FLETCHER ST, CHICAGO, IL, 60641-5050"
41745164,"3256 S KEDVALE AVE, CHICAGO, IL, 60623-4823"
145534519,"3404 W MARQUETTE RD, CHICAGO, IL, 60629-3501"
148048683,"5440 W OHIO ST, CHICAGO, IL, 60644-1517"
31722830,"2337 S CENTRAL PARK AVE, CHICAGO, IL, 60623-3102"
21642590,"4600 N LAPORTE AVE, CHICAGO, IL, 60630-4352"
175017085,"5345 N SAWYER AVE, CHICAGO, IL, 60625-4717"
176160609,"3934 W 75TH PL, CHICAGO, IL, 60652-1306"
27105044,"3032 N KEDZIE AVE, CHICAGO, IL, 60618-6907"
12123039,"2452 W BERENICE AVE, CHICAGO, IL, 60618-3708"
175277270,"3837 W 62ND PL, CHICAGO, IL, 60629-4622"
174969173,"2530 W JARVIS AVE, CHICAGO, IL, 60645-1617"
53467441,"7240 S LUELLA AVE, CHICAGO, IL, 60649-2514"
45069552,"4928 W WINNEMAC AVE, CHICAGO, IL, 60630-2435"
38885341,"3459 N PONTIAC AVE, CHICAGO, IL, 60634-2848"
141306214,"5644 W 64TH PL, CHICAGO, IL, 60638-5534"
26775239,"3323 W FOSTER AVE, CHICAGO, IL, 60625-4812"
43638024,"3909 W 104TH ST, CHICAGO, IL, 60655-3704"
460788,"545 W 107TH ST, CHICAGO, IL, 60628-3239"
54140089,"2444 N LOTUS AVE, CHICAGO, IL, 60639-1435"
145027626,"1513 W ALTGELD ST, CHICAGO, IL, 60614-2001"
175059936,"1535 N ELSTON AVE, CHICAGO, IL, 60642-2421"
11138005,"2858 E 101ST ST, CHICAGO, IL, 60617-5801"
43629192,"3801 N OCTAVIA AVE, CHICAGO, IL, 60634-3515"
174796679,"4939 N TALMAN AVE, CHICAGO, IL, 60625-2721"
175067648,"4870 N MAGNOLIA AVE, CHICAGO, IL, 60640-4710"
49789822,"1236 N HARDING AVE, CHICAGO, IL, 60651-2023"
175274896,"6126 W 55TH ST, CHICAGO, IL, 60638-2647"
3045059,"5143 W OAKDALE AVE, CHICAGO, IL, 60641-5018"
34672857,"4609 S KEELER AVE, CHICAGO, IL, 60632-4001"
175360286,"6843 W 60TH PL, CHICAGO, IL, 60638-4033"
140843530,"560 W WASHINGTON BLVD, CHICAGO, IL, 60661-2692"
51028703,"5227 S CHRISTIANA AVE, CHICAGO, IL, 60632-3107"
155195262,"135 S LA SALLE ST, CHICAGO, IL, 60603-4177"
175038458,"4539 N MEADE AVE, CHICAGO, IL, 60630-3004"
19597765,"8148 S YALE AVE, CHICAGO, IL, 60620-1701"
175367280,"9035 S OGLESBY AVE, CHICAGO, IL, 60617-3853"
65738,"13436 S MACKINAW AVE, CHICAGO, IL, 60633-1513"
22316492,"5641 S CAMPBELL AVE, CHICAGO, IL, 60629-1019"
150191259,"3831 N AVERS AVE, CHICAGO, IL, 60618-4001"
13462680,"2752 W AINSLIE ST, CHICAGO, IL, 60625-2745"
175087628,"3709 N JANSSEN AVE, CHICAGO, IL, 60613-3701"
18533109,"2902 N RUTHERFORD AVE, CHICAGO, IL, 60634-4843"
21932819,"4633 S ALBANY AVE, CHICAGO, IL, 60632-2533"
175283003,"2300 W 41ST ST, CHICAGO, IL, 60609-2214"
17111116,"9337 S OGLESBY AVE, CHICAGO, IL, 60617-3931"
293128,"1902 N FRANCISCO AVE, CHICAGO, IL, 60647-3929"
1195406,"3913 W 51ST ST, CHICAGO, IL, 60632-3600"
175212741,"4941 N KEDZIE AVE, CHICAGO, IL, 60625-5009"
43669514,"1646 N MONTICELLO AVE, CHICAGO, IL, 60647-4719"
154131178,"1139 W 34TH PL, CHICAGO, IL, 60608-6417"
18789984,"3419 W ARMITAGE AVE, CHICAGO, IL, 60647-3719"
23021472,"816 E 48TH ST, CHICAGO, IL, 60615-1606"
175033031,"5809 N NORTHWEST HWY, CHICAGO, IL, 60631-2642"
25980270,"8133 S SCOTTSDALE AVE, CHICAGO, IL, 60652-2015"
38850414,"5820 S KENNETH AVE, CHICAGO, IL, 60629-5227"
150835277,"5142 W FOSTER AVE, CHICAGO, IL, 60630-1632"
141559729,"203 W 110TH PL, CHICAGO, IL, 60628-4212"
176160532,"3028 W PERSHING RD, CHICAGO, IL, 60632-2328"
175017362,"2905 W FARRAGUT AVE, CHICAGO, IL, 60625-4050"
175282734,"2850 S MICHIGAN AVE, CHICAGO, IL, 60616-5018"
204334749,"5605 S SHIELDS, CHICAGO, IL, 60628"
53780742,"5324 W JACKSON BLVD, CHICAGO, IL, 60644-4241"
100156674,"6310 W HUNTINGTON ST, CHICAGO, IL, 60646-3608"
7588367,"2739 E 130TH ST, CHICAGO, IL, 60633-1758"
10538218,"2022 N HUMBOLDT BLVD, CHICAGO, IL, 60647-3805"
176092855,"439 N LARAMIE AVE, CHICAGO, IL, 60644-1907"
282845,"2539 W PETERSON AVE, CHICAGO, IL, 60659-4019"
175081993,"2659 N MARMORA AVE, CHICAGO, IL, 60639-1218"
175172843,"219 N PARKSIDE AVE, CHICAGO, IL, 60644-2243"
174768479,"7508 N ROCKWELL ST, CHICAGO, IL, 60645-1418"
204247594,"2853 N SPAULDING AVE, CHICAGO, IL, 60618-7516"
175106308,"1636 N WELLS ST, CHICAGO, IL, 60614-6015"
175377519,"9126 S DAUPHIN AVE, CHICAGO, IL, 60619-7611"
140945578,"5049 W OAKDALE AVE, CHICAGO, IL, 60641-5016"
9776357,"4907 N TALMAN AVE, CHICAGO, IL, 60625-2721"
15204944,"3004 W EASTWOOD AVE, CHICAGO, IL, 60625-3730"
147576208,"10834 S VERNON AVE, CHICAGO, IL, 60628-3722"
730069,"4134 W CERMAK RD, CHICAGO, IL, 60623-2837"
174805941,"2155 N TALMAN AVE, CHICAGO, IL, 60647-3022"
204298334,"6436 S RICHMOND ST, CHICAGO, IL, 60629-2805"
175014610,"6077 N NASSAU AVE, CHICAGO, IL, 60631-2616"
52286215,"2206 N LAPORTE AVE, CHICAGO, IL, 60639-3477"
140746930,"4331 W PARKER AVE, CHICAGO, IL, 60639-2034"
204247986,"2943 N NEW ENGLAND AVE, CHICAGO, IL, 60634-4829"
54055694,"1139 E 50TH ST, CHICAGO, IL, 60615-2803"
204302730,"3912 W 77TH ST, CHICAGO, IL, 60652-1331"
148486074,"637 W WRIGHTWOOD AVE, CHICAGO, IL, 60614-6282"
2541369,"4834 W POTOMAC AVE, CHICAGO, IL, 60651-1560"
175092187,"340 W DIVERSEY PKWY, CHICAGO, IL, 60657-6241"
18394089,"3796 W 75TH PL, CHICAGO, IL, 60652-1337"
175381366,"11329 S SAINT LAWRENCE AVE, CHICAGO, IL, 60628-5111"
153197674,"7401 N OLEANDER AVE, CHICAGO, IL, 60631-4311"
7696001,"2628 N CENTRAL PARK AVE, CHICAGO, IL, 60647-1102"
175223881,"1255 N BOSWORTH AVE, CHICAGO, IL, 60642-3316"
175376171,"12033 S ASHLAND AVE, CHICAGO, IL, 60643-5435"
204247704,"3146 N KOLMAR AVE, CHICAGO, IL, 60641-5218"
11150298,"5485 N MARMORA AVE, CHICAGO, IL, 60630-1104"
174953233,"6415 N LE MAI AVE, CHICAGO, IL, 60646-2923"
53962629,"8137 S TROY ST, CHICAGO, IL, 60652-2616"
46653957,"6425 S DAMEN AVE, CHICAGO, IL, 60636-2506"
175060729,"2941 N NATCHEZ AVE, CHICAGO, IL, 60634-4953"
146340859,"2222 W WASHINGTON BLVD, CHICAGO, IL, 60612-2236"
175094670,"839 W WRIGHTWOOD AVE, CHICAGO, IL, 60614-2315"
1679013,"7944 S JEFFERY BLVD, CHICAGO, IL, 60617-1057"
175384746,"11528 S HALSTED ST, CHICAGO, IL, 60628-5218"
174808324,"3651 W MCLEAN AVE, CHICAGO, IL, 60647-7690"
15295393,"2222 N AUSTIN AVE, CHICAGO, IL, 60639-2709"
38951459,"2045 W CUYLER AVE, CHICAGO, IL, 60618-3005"
19035700,"10951 S SANGAMON ST, CHICAGO, IL, 60643-3835"
13889189,"4346 W POTOMAC AVE, CHICAGO, IL, 60651-1733"
145298303,"8105 S DORCHESTER AVE, CHICAGO, IL, 60619-3435"
19701346,"3645 S NORMAL AVE, CHICAGO, IL, 60609-1723"
20021866,"5621 S SAYRE AVE, CHICAGO, IL, 60638-3120"
176176898,"4308 N GREENVIEW AVE, CHICAGO, IL, 60613-1210"
174847332,"3153 S EMERALD AVE, CHICAGO, IL, 60616-3012"
175046680,"4438 N MARMORA AVE, CHICAGO, IL, 60630-3137"
38842463,"5800 N KILBOURN AVE, CHICAGO, IL, 60646-5938"
175379431,"10026 S BEVERLY AVE, CHICAGO, IL, 60643-1379"
174895472,"108 E 124TH PL, CHICAGO, IL, 60628-7520"
145537548,"11717 S BISHOP ST, CHICAGO, IL, 60643-5024"
175369071,"9012 S CLAREMONT AVE, CHICAGO, IL, 60620-6122"
7478245,"6401 S LAMON AVE, CHICAGO, IL, 60638-5823"
175379483,"9836 S UNIVERSITY AVE, CHICAGO, IL, 60628-1616"
121300,"515 N NOBLE ST, CHICAGO, IL, 60622-7407"
43591099,"6019 S ARCHER AVE, CHICAGO, IL, 60638-2851"
175073805,"6330 N HERMITAGE AVE, CHICAGO, IL, 60660-1106"
175185730,"2630 S KEDZIE AVE, CHICAGO, IL, 60623-4730"
204309922,"6329 S DAMEN AVE, CHICAGO, IL, 60636-2504"
145531684,"1938 W 47TH ST, CHICAGO, IL, 60609-3835"
175380907,"11352 S BISHOP ST, CHICAGO, IL, 60643-4459"
43634649,"2836 N CHRISTIANA AVE, CHICAGO, IL, 60618-7511"
53963632,"8445 S KARLOV AVE, CHICAGO, IL, 60652-3103"
49518101,"4510 N MARMORA AVE, CHICAGO, IL, 60630-3139"
175035705,"2420 W EASTWOOD AVE, CHICAGO, IL, 60625-2908"
22578519,"9223 S CLYDE AVE, CHICAGO, IL, 60617-3743"
175312134,"6610 S ASHLAND AVE, CHICAGO, IL, 60636-3022"
21414364,"829 W 35TH PL, CHICAGO, IL, 60609-1502"
3667907,"1441 W WOLFRAM ST, CHICAGO, IL, 60657-4116"
204297639,"3759 W 61ST ST, CHICAGO, IL, 60629-3923"
45121248,"6946 W NELSON ST, CHICAGO, IL, 60634-4613"
175392521,"13504 S AVENUE N, CHICAGO, IL, 60633-1532"
145548883,"3309 N PACIFIC AVE, CHICAGO, IL, 60634-2956"
45189102,"1636 S AVERS AVE, CHICAGO, IL, 60623-2493"
149278926,"2024 W 80TH PL, CHICAGO, IL, 60620-5341"
174025731,"10533 S AVENUE E, CHICAGO, IL, 60617-6314"
23846691,"10453 S RHODES AVE, CHICAGO, IL, 60628-2960"
145891242,"5318 S CHRISTIANA AVE, CHICAGO, IL, 60632-3216"
1880543,"5014 W SUPERIOR ST, CHICAGO, IL, 60644-1212"
204315067,"7446 S PRAIRIE AVE, CHICAGO, IL, 60619-1825"
3099410,"2929 N MONITOR AVE, CHICAGO, IL, 60634-5246"
26198926,"5920 S RUTHERFORD AVE, CHICAGO, IL, 60638-3241"
17825269,"11429 S VINCENNES AVE, CHICAGO, IL, 60643-4315"
7787021,"8319 S MAY ST, CHICAGO, IL, 60620-3114"
141060190,"1416 W 61ST ST, CHICAGO, IL, 60636-2358"
174793742,"6104 N NASSAU AVE, CHICAGO, IL, 60631-2607"
16704429,"4050 W CERMAK RD, CHICAGO, IL, 60623-2835"
175364359,"11339 S RIDGEWAY AVE, CHICAGO, IL, 60655-3433"
83601,"7828 S WINCHESTER AVE, CHICAGO, IL, 60620-5248"
175308055,"905 N TRUMBULL AVE, CHICAGO, IL, 60651-4043"
176171363,"1438 W BELMONT AVE, CHICAGO, IL, 60657-2150"
4223906,"4550 S FRANCISCO AVE, CHICAGO, IL, 60632-1911"
150305874,"7324 W BERWYN AVE, CHICAGO, IL, 60656-1843"
12109294,"6155 S PULASKI RD, CHICAGO, IL, 60629-4641"
38921692,"8656 S TRIPP AVE, CHICAGO, IL, 60652-3624"
18532515,"1111 N LATROBE AVE, CHICAGO, IL, 60651-2921"
22639335,"3919 W ARTHINGTON ST, CHICAGO, IL, 60624-4004"
204297098,"5139 S LONG AVE, CHICAGO, IL, 60638-1625"
140859353,"8446 S WINCHESTER AVE, CHICAGO, IL, 60620-6040"
175099848,"3150 N SHERIDAN RD, CHICAGO, IL, 60657-4826"
24927278,"4510 S MARSHFIELD AVE, CHICAGO, IL, 60609-3257"
100007347,"2947 N MASON AVE, CHICAGO, IL, 60634-5137"
14403535,"3651 N SAINT LOUIS AVE, CHICAGO, IL, 60618-4225"
43600426,"4672 W 82ND PL, CHICAGO, IL, 60652-3010"
591597,"4562 S INDIANA AVE, CHICAGO, IL, 60653-3908"
17355235,"2843 S KEDVALE AVE, CHICAGO, IL, 60623-4362"
176092390,"7825 W FARRAGUT AVE, CHICAGO, IL, 60656-1627"
143694982,"6350 N LAKEWOOD AVE, CHICAGO, IL, 60660-1408"
174715311,"10736 S AVENUE N, CHICAGO, IL, 60617-6535"
1379985,"639 E OAKWOOD BLVD, CHICAGO, IL, 60653-2309"
27260721,"8025 S SACRAMENTO AVE, CHICAGO, IL, 60652-2732"
890763,"6600 S WASHTENAW AVE, CHICAGO, IL, 60629-1718"
174864252,"2048 W GARFIELD BLVD, CHICAGO, IL, 60609-5537"
8382227,"5548 S SHIELDS AVE, CHICAGO, IL, 60621-4115"
31737636,"3937 N HAMILTON, CHICAGO, IL, 60640"
35952,"7544 S PRAIRIE AVE, CHICAGO, IL, 60619-2217"
147427320,"2354 S CHRISTIANA AVE, CHICAGO, IL, 60623-3216"
175303855,"2244 W 69TH ST, CHICAGO, IL, 60636-3163"
21885494,"3838 W HURON ST, CHICAGO, IL, 60624-1133"
43642959,"5135 W NEWPORT AVE, CHICAGO, IL, 60641-3444"
147809296,"5943 W HENDERSON ST, CHICAGO, IL, 60634-4221"
144910172,"2558 W CULLOM AVE, CHICAGO, IL, 60618-1502"
175043608,"2110 N MEADE AVE, CHICAGO, IL, 60639-2725"
38790616,"7404 N OCONTO AVE, CHICAGO, IL, 60631-4440"
22959096,"3415 W 53RD PL, CHICAGO, IL, 60632-3201"
3927157,"4940 W HUBBARD, CHICAGO, IL, 60620"
38852645,"3320 S WOOD ST, CHICAGO, IL, 60608-6812"
175043771,"2055 N CICERO AVE, CHICAGO, IL, 60639-3348"
175154679,"3357 W HARRISON ST, CHICAGO, IL, 60624-3703"
144605235,"2157 W 22ND PL, CHICAGO, IL, 60608-4003"
176115789,"8922 S CREGIER AVE, CHICAGO, IL, 60617-2933"
151990318,"7239 S SEELEY AVE, CHICAGO, IL, 60636-3729"
175100684,"925 W WOLFRAM ST, CHICAGO, IL, 60657-5005"
54723529,"1844 W CERMAK RD, CHICAGO, IL, 60608-4304"
175345159,"10519 S PULASKI RD, CHICAGO, IL, 60655-3826"
174835157,"1315 N LARRABEE ST, CHICAGO, IL, 60610-1745"
10979064,"5244 S GREENWOOD AVE, CHICAGO, IL, 60615-4316"
204334146,"9211 S BISHOP ST, CHICAGO, IL, 60620-5045"
150832507,"1638 N WOLCOTT AVE, CHICAGO, IL, 60622-1322"
9383048,"1945 W BERWYN AVE, CHICAGO, IL, 60640-1042"
18832664,"3044 E 79TH PL, CHICAGO, IL, 60617-1433"
174983160,"7710 N EASTLAKE TER, CHICAGO, IL, 60626-1371"
175221296,"3523 S UNION AVE, CHICAGO, IL, 60609-1629"
14647543,"3128 W JEROME ST, CHICAGO, IL, 60645-1143"
175383843,"10505 S WALLACE ST, CHICAGO, IL, 60628-2442"
141667957,"4717 W CONGRESS PKWY, CHICAGO, IL, 60644-4911"
31957692,"3318 N OAK PARK AVE, CHICAGO, IL, 60634-3714"
21880566,"6105 N LOWELL AVE, CHICAGO, IL, 60646-5001"
175298776,"8047 S LANGLEY AVE, CHICAGO, IL, 60619-3805"
45142215,"2836 N LUNA AVE, CHICAGO, IL, 60641-4842"
143517082,"8027 S WENTWORTH AVE, CHICAGO, IL, 60620-1250"
155257548,"3021 N CENTRAL PARK AVE, CHICAGO, IL, 60618-6639"
174797515,"5000 N BUSSE AVE, CHICAGO, IL, 60656-3748"
175326760,"3708 N PLAINFIELD AVE, CHICAGO, IL, 60634-1919"
54530037,"8635 S HOUSTON AVE, CHICAGO, IL, 60617-2546"
1858474,"7644 W SUMMERDALE AVE, CHICAGO, IL, 60656-1765"
9331441,"3727 N JANSSEN AVE, CHICAGO, IL, 60613-3701"
3885432,"125 E 117TH ST, CHICAGO, IL, 60628-5622"
38903173,"4637 S SPRINGFIELD AVE, CHICAGO, IL, 60632-4043"
175303963,"326 W 64TH ST, CHICAGO, IL, 60621-3114"
176282241,"5243 N CHRISTIANA AVE, CHICAGO, IL, 60625-4724"
216378304,"6154 N CAMPBELL AVE, CHICAGO, IL, 60659-2810"
53462523,"3336 S SEELEY AVE, CHICAGO, IL, 60608-6127"
25948431,"1910 N MOZART ST, CHICAGO, IL, 60647-7069"
204342559,"10840 S LONGWOOD DR, CHICAGO, IL, 60643-3364"
174694331,"7445 N OCTAVIA AVE, CHICAGO, IL, 60631-4436"
9820886,"5020 W HENDERSON ST, CHICAGO, IL, 60641-4240"
175030228,"3645 N NEWCASTLE AVE, CHICAGO, IL, 60634-2372"
27388709,"11527 S LOOMIS ST, CHICAGO, IL, 60643-5004"
29533167,"2430 N MCVICKER AVE, CHICAGO, IL, 60639-2218"
54060594,"4724 W GRACE ST, CHICAGO, IL, 60641-3660"
150832103,"3328 N AVERS AVE, CHICAGO, IL, 60618-5204"
175351876,"9824 S HAMLIN AVE, CHICAGO, IL, 60805-3363"
173786467,"6810 N RIDGE AV, CHICAGO, IL, 60645"
1196003,"3547 W 81ST ST, CHICAGO, IL, 60652-2525"
8429357,"2659 N MAJOR AVE, CHICAGO, IL, 60639-1206"
109526,"2421 W PRATT BLVD, CHICAGO, IL, 60645-4603"
22885795,"2141 W CULLOM AVE, CHICAGO, IL, 60618-1743"
25063788,"W CONCORD PL, CHICAGO, IL, 60614-5702"
175027936,"4744 N TRIPP AVE, CHICAGO, IL, 60630-4332"
31729848,"3529 W POLK ST, CHICAGO, IL, 60624-4114"
9021281,"4632 S SPAULDING AVE, CHICAGO, IL, 60632-2912"
147573709,"3343 W 83RD PL, CHICAGO, IL, 60652-3318"
25644433,"611 E 87TH PL, CHICAGO, IL, 60619-6803"
142852853,"525 W 31ST ST, CHICAGO, IL, 60616-5198"
1534716,"5106 S MULLIGAN AVE, CHICAGO, IL, 60638-1316"
7763790,"141 W JACKSON BLVD, CHICAGO, IL, 60604-3123"
20006746,"8220 S PERRY AVE, CHICAGO, IL, 60620-1232"
176277176,"5121 N NATOMA AVE, CHICAGO, IL, 60656-3724"
174830055,"2450 W HUBBARD ST, CHICAGO, IL, 60612-1435"
52350287,"171 N CLARK ST, CHICAGO, IL, 60601-3306"
3999438,"11219 S EGGLESTON AVE, CHICAGO, IL, 60628-4733"
175383709,"615 E 107TH ST, CHICAGO, IL, 60628-3803"
1542248,"8032 S KIMBARK AVE, CHICAGO, IL, 60619-3419"
175237263,"3024 S GRATTEN AVE, CHICAGO, IL, 60608-5627"
1300202,"429 E 48TH ST, CHICAGO, IL, 60615-1401"
176146926,"4947 N MONTICELLO AVE, CHICAGO, IL, 60625-5617"
204330640,"4774 N LINCOLN AVE, CHICAGO, IL, 60625-2010"
2498448,"4159 W FULLERTON AVE, CHICAGO, IL, 60639-2137"
54142686,"4545 W AUGUSTA BLVD, CHICAGO, IL, 60651-3315"
21255371,"852 N LARAMIE AVE, CHICAGO, IL, 60651-2909"
204038206,"4332 W WASHINGTON BLVD, CHICAGO, IL, 60624-2222"
4938395,"2242 S TRUMBULL AVE, CHICAGO, IL, 60623-3249"
204235102,"1608 W TOUHY AVE, CHICAGO, IL, 60626-2596"
175368836,"415 E 89TH PL, CHICAGO, IL, 60619-6721"
45077834,"4957 N MONT CLARE AVE, CHICAGO, IL, 60656-3818"
14064046,"3333 N ORIOLE AVE, CHICAGO, IL, 60634-3247"
25546665,"6142 S DORCHESTER AVE, CHICAGO, IL, 60637-2811"
38857783,"11644 S AVENUE G, CHICAGO, IL, 60617-7415"
175210140,"3844 S WOLCOTT AVE, CHICAGO, IL, 60609-2012"
19596710,"2033 W 53RD ST, CHICAGO, IL, 60609-5508"
32656126,"6605 S LOWE AVE, CHICAGO, IL, 60621-2511"
2773515,"7415 S BENNETT AVE, CHICAGO, IL, 60649-3617"
141067404,"10501 S PRAIRIE AVE, CHICAGO, IL, 60628-2830"
16738217,"6454 S DAMEN AVE, CHICAGO, IL, 60636-2560"
175171024,"1313 W GRAND AVE, CHICAGO, IL, 60642-6445"
4171235,"4143 W VAN BUREN ST, CHICAGO, IL, 60624-2749"
3842981,"1826 W NELSON ST, CHICAGO, IL, 60657-2010"
49689591,"4222 N CLAREMONT AVE, CHICAGO, IL, 60618-2906"
175258842,"6200 S KEDVALE AVE, CHICAGO, IL, 60629-5014"
18077474,"1740 N KEELER AVE, CHICAGO, IL, 60639-4812"
2150259,"8419 S WABASH AVE, CHICAGO, IL, 60619-5615"
175395703,"10733 S PRAIRIE AVE, CHICAGO, IL, 60628-3618"
145830515,"8450 S PRAIRIE AVE, CHICAGO, IL, 60619-6037"
175380557,"2260 W 112TH ST, CHICAGO, IL, 60643-3953"
3667931,"7945 S OGLESBY AVE, CHICAGO, IL, 60617-1132"
22885811,"1814 S FAIRFIELD AVE, CHICAGO, IL, 60608-2408"
52566936,"7009 S HARPER AVE, CHICAGO, IL, 60637-4824"
12124127,"3305 N NORMANDY AVE, CHICAGO, IL, 60634-3728"
204309209,"12550 S WENTWORTH AVE, CHICAGO, IL, 60628-7206"
175312098,"6442 S PAULINA ST, CHICAGO, IL, 60636-2723"
45046512,"3318 W HUTCHINSON ST, CHICAGO, IL, 60618-1263"
3315315,"2150 W 19TH ST, CHICAGO, IL, 60608-2606"
155330102,"4442 S KOMENSKY AVE, CHICAGO, IL, 60632-4030"
19278945,"11425 S MAY ST, CHICAGO, IL, 60643-4531"
175972664,"1250 S INDIANA AVE, CHICAGO, IL, 60605-3234"
175378205,"9346 S GREEN ST, CHICAGO, IL, 60620-2712"
23023408,"5544 S HONORE ST, CHICAGO, IL, 60636-1653"
175361673,"3300 W 108TH ST, CHICAGO, IL, 60655-2624"
174706896,"6315 N LA CROSSE AVE, CHICAGO, IL, 60646-4429"
112945,"7745 S CRANDON AVE, CHICAGO, IL, 60649-4118"
175017431,"5113 N LINCOLN AVE, CHICAGO, IL, 60625-2501"
18972942,"8448 S MARYLAND AVE, CHICAGO, IL, 60619-6214"
43646244,"4018 N MCVICKER AVE, CHICAGO, IL, 60634-1610"
17190194,"77 W JACKSON BLVD, CHICAGO, IL, 60604-3511"
155360370,"8226 S SAWYER AVE, CHICAGO, IL, 60652-3331"
45181523,"1629 W GREGORY ST, CHICAGO, IL, 60640-1107"
175022476,"5912 N LEONARD AVE, CHICAGO, IL, 60646-5518"
174805801,"2251 N TRIPP AVE, CHICAGO, IL, 60639-3611"
204298282,"6349 S KARLOV AVE, CHICAGO, IL, 60629-5003"
175389732,"11127 S LOWE AVE, CHICAGO, IL, 60628-4007"
204242042,"4436 N BERNARD ST, CHICAGO, IL, 60625-5412"
24629392,"9410 S HAMILTON AVE, CHICAGO, IL, 60643-6313"
16240621,"5420 W CORTEZ ST, CHICAGO, IL, 60651-2806"
44956960,"2312 W 107TH ST, CHICAGO, IL, 60643-3118"
175314204,"733 E 75TH ST, CHICAGO, IL, 60619-1928"
20727434,"10312 S SACRAMENTO AVE, CHICAGO, IL, 60655-2005"
45057098,"3333 N OPAL AVE, CHICAGO, IL, 60634-3044"
142254056,"3917 W PALMER ST, CHICAGO, IL, 60647-2215"
20704977,"3610 W LEXINGTON ST, CHICAGO, IL, 60624-3638"
175043715,"2320 N KEATING AVE, CHICAGO, IL, 60639-3334"
17824437,"8509 S YATES BLVD, CHICAGO, IL, 60617-2317"
20481164,"5231 W CULLOM AVE, CHICAGO, IL, 60641-1402"
38834321,"5664 W GUNNISON ST, CHICAGO, IL, 60630-3216"
32966869,"3139 W AUGUSTA BLVD, CHICAGO, IL, 60622-4315"
204286188,"2832 S WELLS ST, CHICAGO, IL, 60616-2756"
204242569,"4111 N MARMORA AVE, CHICAGO, IL, 60634-1730"
174792566,"5725 N MOODY AVE, CHICAGO, IL, 60646-6159"
204304234,"5028 S LAFLIN ST, CHICAGO, IL, 60609-4939"
8929822,"4810 S LATROBE AVE, CHICAGO, IL, 60638-1706"
24102454,"6823 W 64TH ST, CHICAGO, IL, 60638-4816"
145533073,"4025 W 58TH PL, CHICAGO, IL, 60629-4509"
204278407,"1553 S DRAKE AVE, CHICAGO, IL, 60623-2169"
38888280,"6026 W GIDDINGS ST, CHICAGO, IL, 60630-3109"
19596422,"3125 N NEWLAND AVE, CHICAGO, IL, 60634-4625"
141256178,"4524 S LEAMINGTON AVE, CHICAGO, IL, 60638-1913"
140850024,"5159 S RICHMOND ST, CHICAGO, IL, 60632-2132"
174792433,"4525 N LAVERGNE AVE, CHICAGO, IL, 60630-3921"
11329271,"2203 N LAVERGNE AVE, CHICAGO, IL, 60639-3287"
145899774,"4846 W MELROSE ST, CHICAGO, IL, 60641-4315"
175030586,"1742 N MCVICKER AVE, CHICAGO, IL, 60639-3906"
9007025,"1007 N CENTRAL AVE, CHICAGO, IL, 60651-2742"
17185923,"7923 S WINCHESTER AVE, CHICAGO, IL, 60620-5309"
35257,"2627 W POTOMAC AVE, CHICAGO, IL, 60622-8475"
